Type,N,Algorithm,Time_ms,CharCmp
Random,100,StdQuickSort,0.0916584,3652
Random,100,StdMergeSort,0.0523668,601
Random,100,3WayQuickSort,0.0352416,974
Random,100,StringMergeSort,0.0936918,1149
Random,100,MSDRadixSort,0.173942,0
Random,100,MSDRadix+Quick,0.0258416,104
Random,200,StdQuickSort,0.182792,6978
Random,200,StdMergeSort,0.128275,1536
Random,200,3WayQuickSort,0.0921332,3174
Random,200,StringMergeSort,0.186275,2778
Random,200,MSDRadixSort,0.365717,0
Random,200,MSDRadix+Quick,0.0606582,348
Random,300,StdQuickSort,0.300742,11861
Random,300,StdMergeSort,0.208725,2497
Random,300,3WayQuickSort,0.123725,4202
Random,300,StringMergeSort,0.287133,4580
Random,300,MSDRadixSort,0.454558,0
Random,300,MSDRadix+Quick,0.0770748,707
Random,400,StdQuickSort,0.412183,16081
Random,400,StdMergeSort,0.277709,3640
Random,400,3WayQuickSort,0.189508,6891
Random,400,StringMergeSort,0.429442,6608
Random,400,MSDRadixSort,0.526867,0
Random,400,MSDRadix+Quick,0.107067,1133
Random,500,StdQuickSort,0.517133,20409
Random,500,StdMergeSort,0.355892,4905
Random,500,3WayQuickSort,0.233284,7351
Random,500,StringMergeSort,0.545308,8786
Random,500,MSDRadixSort,0.643533,0
Random,500,MSDRadix+Quick,0.143483,1670
Random,600,StdQuickSort,0.621358,23204
Random,600,StdMergeSort,0.445417,6147
Random,600,3WayQuickSort,0.296166,10431
Random,600,StringMergeSort,0.6787,10883
Random,600,MSDRadixSort,0.763867,0
Random,600,MSDRadix+Quick,0.174617,2187
Random,700,StdQuickSort,0.7453,29076
Random,700,StdMergeSort,0.5163,7525
Random,700,3WayQuickSort,0.324258,11064
Random,700,StringMergeSort,0.79745,13192
Random,700,MSDRadixSort,0.807767,0
Random,700,MSDRadix+Quick,0.210258,2810
Random,800,StdQuickSort,0.886042,33228
Random,800,StdMergeSort,0.607758,8962
Random,800,3WayQuickSort,0.4129,15517
Random,800,StringMergeSort,0.954909,15524
Random,800,MSDRadixSort,0.8963,0
Random,800,MSDRadix+Quick,0.272708,3424
Random,900,StdQuickSort,0.961258,38111
Random,900,StdMergeSort,0.721025,10493
Random,900,3WayQuickSort,0.423692,15394
Random,900,StringMergeSort,1.0669,17933
Random,900,MSDRadixSort,1.00496,0
Random,900,MSDRadix+Quick,0.287708,4115
Random,1000,StdQuickSort,1.12264,43064
Random,1000,StdMergeSort,0.799475,11982
Random,1000,3WayQuickSort,0.501917,17478
Random,1000,StringMergeSort,1.2194,20411
Random,1000,MSDRadixSort,1.07626,0
Random,1000,MSDRadix+Quick,0.329408,4769
Random,1100,StdQuickSort,1.27152,50639
Random,1100,StdMergeSort,0.9092,13254
Random,1100,3WayQuickSort,0.569658,21768
Random,1100,StringMergeSort,1.34849,22817
Random,1100,MSDRadixSort,1.20463,0
Random,1100,MSDRadix+Quick,0.354075,5404
Random,1200,StdQuickSort,1.36709,52697
Random,1200,StdMergeSort,1.00452,14509
Random,1200,3WayQuickSort,0.63215,24221
Random,1200,StringMergeSort,1.50043,25294
Random,1200,MSDRadixSort,1.36738,0
Random,1200,MSDRadix+Quick,0.419233,6173
Random,1300,StdQuickSort,1.52038,56184
Random,1300,StdMergeSort,1.08293,16033
Random,1300,3WayQuickSort,0.66655,23304
Random,1300,StringMergeSort,1.65062,27882
Random,1300,MSDRadixSort,1.4515,0
Random,1300,MSDRadix+Quick,0.461917,6953
Random,1400,StdQuickSort,1.61679,61384
Random,1400,StdMergeSort,1.19197,17598
Random,1400,3WayQuickSort,0.6975,23907
Random,1400,StringMergeSort,1.80223,30510
Random,1400,MSDRadixSort,1.58613,0
Random,1400,MSDRadix+Quick,0.526467,7735
Random,1500,StdQuickSort,1.81454,67968
Random,1500,StdMergeSort,1.34129,19187
Random,1500,3WayQuickSort,0.849192,29613
Random,1500,StringMergeSort,2.01679,33203
Random,1500,MSDRadixSort,1.79627,0
Random,1500,MSDRadix+Quick,0.5562,8569
Random,1600,StdQuickSort,2.10004,71461
Random,1600,StdMergeSort,1.47039,20741
Random,1600,3WayQuickSort,0.869183,29760
Random,1600,StringMergeSort,2.10223,35795
Random,1600,MSDRadixSort,1.83116,0
Random,1600,MSDRadix+Quick,0.577259,9356
Random,1700,StdQuickSort,1.99773,74879
Random,1700,StdMergeSort,1.5214,22375
Random,1700,3WayQuickSort,0.903834,32158
Random,1700,StringMergeSort,2.27016,38483
Random,1700,MSDRadixSort,2.06341,0
Random,1700,MSDRadix+Quick,0.640741,10237
Random,1800,StdQuickSort,2.2314,82867
Random,1800,StdMergeSort,1.64217,24037
Random,1800,3WayQuickSort,1.00707,33975
Random,1800,StringMergeSort,2.48483,41182
Random,1800,MSDRadixSort,2.27363,0
Random,1800,MSDRadix+Quick,0.657558,11023
Random,1900,StdQuickSort,2.30806,84752
Random,1900,StdMergeSort,1.70971,25658
Random,1900,3WayQuickSort,1.11163,38976
Random,1900,StringMergeSort,2.60076,43927
Random,1900,MSDRadixSort,2.44851,0
Random,1900,MSDRadix+Quick,0.723842,11901
Random,2000,StdQuickSort,2.47599,91097
Random,2000,StdMergeSort,1.80808,27270
Random,2000,3WayQuickSort,1.11734,38995
Random,2000,StringMergeSort,2.72026,46651
Random,2000,MSDRadixSort,2.52186,0
Random,2000,MSDRadix+Quick,0.774534,12945
Random,2100,StdQuickSort,2.63504,96177
Random,2100,StdMergeSort,2.00532,29026
Random,2100,3WayQuickSort,1.29181,44017
Random,2100,StringMergeSort,2.96642,49439
Random,2100,MSDRadixSort,2.75177,0
Random,2100,MSDRadix+Quick,0.831317,13944
Random,2200,StdQuickSort,2.7853,99166
Random,2200,StdMergeSort,2.04908,30691
Random,2200,3WayQuickSort,1.27291,42801
Random,2200,StringMergeSort,3.17659,52219
Random,2200,MSDRadixSort,2.93156,0
Random,2200,MSDRadix+Quick,0.882617,14751
Random,2300,StdQuickSort,2.8988,105360
Random,2300,StdMergeSort,2.1897,32492
Random,2300,3WayQuickSort,1.29225,46183
Random,2300,StringMergeSort,3.37263,55114
Random,2300,MSDRadixSort,3.10436,0
Random,2300,MSDRadix+Quick,0.9046,15579
Random,2400,StdQuickSort,3.03194,111912
Random,2400,StdMergeSort,2.27928,34194
Random,2400,3WayQuickSort,1.40542,48535
Random,2400,StringMergeSort,3.46669,57935
Random,2400,MSDRadixSort,3.27539,0
Random,2400,MSDRadix+Quick,0.945633,16651
Random,2500,StdQuickSort,3.14855,115022
Random,2500,StdMergeSort,2.44652,36044
Random,2500,3WayQuickSort,1.43458,49573
Random,2500,StringMergeSort,3.64443,60890
Random,2500,MSDRadixSort,3.52549,0
Random,2500,MSDRadix+Quick,0.9651,17552
Random,2600,StdQuickSort,3.27977,121719
Random,2600,StdMergeSort,2.42499,37757
Random,2600,3WayQuickSort,1.43073,49630
Random,2600,StringMergeSort,3.81726,63742
Random,2600,MSDRadixSort,3.64545,0
Random,2600,MSDRadix+Quick,1.07634,18517
Random,2700,StdQuickSort,3.58062,129548
Random,2700,StdMergeSort,2.63079,39532
Random,2700,3WayQuickSort,1.50498,54785
Random,2700,StringMergeSort,4.01723,66577
Random,2700,MSDRadixSort,3.84273,0
Random,2700,MSDRadix+Quick,1.06749,19627
Random,2800,StdQuickSort,3.52474,131351
Random,2800,StdMergeSort,2.78478,41385
Random,2800,3WayQuickSort,1.56986,55808
Random,2800,StringMergeSort,4.02588,69576
Random,2800,MSDRadixSort,3.97751,0
Random,2800,MSDRadix+Quick,1.11472,20497
Random,2900,StdQuickSort,3.70033,138626
Random,2900,StdMergeSort,2.82569,43234
Random,2900,3WayQuickSort,1.66395,58568
Random,2900,StringMergeSort,4.28552,72369
Random,2900,MSDRadixSort,4.25372,0
Random,2900,MSDRadix+Quick,1.20944,21492
Random,3000,StdQuickSort,3.95473,142990
Random,3000,StdMergeSort,2.93578,45181
Random,3000,3WayQuickSort,1.79099,63198
Random,3000,StringMergeSort,4.60009,75582
Random,3000,MSDRadixSort,4.33173,0
Random,3000,MSDRadix+Quick,1.21611,22570
Reversed,100,StdQuickSort,0.0274834,1065
Reversed,100,StdMergeSort,0.0420252,696
Reversed,100,3WayQuickSort,0.0586502,1856
Reversed,100,StringMergeSort,0.0649836,1036
Reversed,100,MSDRadixSort,0.158358,0
Reversed,100,MSDRadix+Quick,0.0809666,1864
Reversed,200,StdQuickSort,0.0432586,1284
Reversed,200,StdMergeSort,0.10695,1946
Reversed,200,3WayQuickSort,0.115108,3579
Reversed,200,StringMergeSort,0.156742,2332
Reversed,200,MSDRadixSort,0.329159,0
Reversed,200,MSDRadix+Quick,0.160133,3601
Reversed,300,StdQuickSort,0.0635832,1858
Reversed,300,StdMergeSort,0.150308,2314
Reversed,300,3WayQuickSort,0.173175,5199
Reversed,300,StringMergeSort,0.235592,3622
Reversed,300,MSDRadixSort,0.442817,0
Reversed,300,MSDRadix+Quick,0.23495,5347
Reversed,400,StdQuickSort,0.0817002,2277
Reversed,400,StdMergeSort,0.206708,3236
Reversed,400,3WayQuickSort,0.272125,7985
Reversed,400,StringMergeSort,0.326025,4996
Reversed,400,MSDRadixSort,0.586225,0
Reversed,400,MSDRadix+Quick,0.311517,7177
Reversed,500,StdQuickSort,0.09395,2588
Reversed,500,StdMergeSort,0.269008,4300
Reversed,500,3WayQuickSort,0.334733,9913
Reversed,500,StringMergeSort,0.428925,6120
Reversed,500,MSDRadixSort,0.745,0
Reversed,500,MSDRadix+Quick,0.379292,8782
Reversed,600,StdQuickSort,0.113042,3148
Reversed,600,StdMergeSort,0.349833,5642
Reversed,600,3WayQuickSort,0.411383,12650
Reversed,600,StringMergeSort,0.52015,7880
Reversed,600,MSDRadixSort,0.924933,0
Reversed,600,MSDRadix+Quick,0.46645,10406
Reversed,700,StdQuickSort,0.1276,3363
Reversed,700,StdMergeSort,0.416092,6954
Reversed,700,3WayQuickSort,0.555116,15670
Reversed,700,StringMergeSort,0.652075,9375
Reversed,700,MSDRadixSort,1.06775,0
Reversed,700,MSDRadix+Quick,0.550617,12033
Reversed,800,StdQuickSort,0.146167,4290
Reversed,800,StdMergeSort,0.516475,8508
Reversed,800,3WayQuickSort,0.6324,18293
Reversed,800,StringMergeSort,0.774416,10840
Reversed,800,MSDRadixSort,1.18806,0
Reversed,800,MSDRadix+Quick,0.609358,13532
Reversed,900,StdQuickSort,0.161225,4288
Reversed,900,StdMergeSort,0.604709,10024
Reversed,900,3WayQuickSort,0.726017,21100
Reversed,900,StringMergeSort,0.834275,12092
Reversed,900,MSDRadixSort,1.35441,0
Reversed,900,MSDRadix+Quick,0.674983,14940
Reversed,1000,StdQuickSort,0.2492,6599
Reversed,1000,StdMergeSort,0.733017,11804
Reversed,1000,3WayQuickSort,0.899775,26487
Reversed,1000,StringMergeSort,0.90665,13225
Reversed,1000,MSDRadixSort,1.46851,0
Reversed,1000,MSDRadix+Quick,0.777617,16489
Reversed,1100,StdQuickSort,0.273033,7366
Reversed,1100,StdMergeSort,0.69805,10861
Reversed,1100,3WayQuickSort,1.05728,29529
Reversed,1100,StringMergeSort,1.04221,15038
Reversed,1100,MSDRadixSort,1.62231,0
Reversed,1100,MSDRadix+Quick,0.853833,18060
Reversed,1200,StdQuickSort,0.289908,7894
Reversed,1200,StdMergeSort,0.73785,10433
Reversed,1200,3WayQuickSort,1.22624,33865
Reversed,1200,StringMergeSort,1.11627,16865
Reversed,1200,MSDRadixSort,1.72732,0
Reversed,1200,MSDRadix+Quick,0.922866,19582
Reversed,1300,StdQuickSort,0.301867,8047
Reversed,1300,StdMergeSort,0.779166,11529
Reversed,1300,3WayQuickSort,1.3649,39035
Reversed,1300,StringMergeSort,1.2807,18601
Reversed,1300,MSDRadixSort,1.95293,0
Reversed,1300,MSDRadix+Quick,0.980383,21411
Reversed,1400,StdQuickSort,0.352367,8817
Reversed,1400,StdMergeSort,0.84355,12468
Reversed,1400,3WayQuickSort,1.45843,42385
Reversed,1400,StringMergeSort,1.37198,20176
Reversed,1400,MSDRadixSort,2.0953,0
Reversed,1400,MSDRadix+Quick,1.05451,22851
Reversed,1500,StdQuickSort,0.365908,9241
Reversed,1500,StdMergeSort,0.914483,13311
Reversed,1500,3WayQuickSort,1.69279,48689
Reversed,1500,StringMergeSort,1.47276,21599
Reversed,1500,MSDRadixSort,2.23512,0
Reversed,1500,MSDRadix+Quick,1.12061,24619
Reversed,1600,StdQuickSort,0.397042,10011
Reversed,1600,StdMergeSort,1.01723,14552
Reversed,1600,3WayQuickSort,1.82982,53274
Reversed,1600,StringMergeSort,1.58244,23197
Reversed,1600,MSDRadixSort,2.37186,0
Reversed,1600,MSDRadix+Quick,1.21297,26223
Reversed,1700,StdQuickSort,0.401817,10507
Reversed,1700,StdMergeSort,1.03738,15978
Reversed,1700,3WayQuickSort,2.00055,58371
Reversed,1700,StringMergeSort,1.69697,24855
Reversed,1700,MSDRadixSort,2.50532,0
Reversed,1700,MSDRadix+Quick,1.2983,27792
Reversed,1800,StdQuickSort,0.428258,10858
Reversed,1800,StdMergeSort,1.12938,16954
Reversed,1800,3WayQuickSort,2.19455,64628
Reversed,1800,StringMergeSort,1.77165,25958
Reversed,1800,MSDRadixSort,2.62887,0
Reversed,1800,MSDRadix+Quick,1.35831,29347
Reversed,1900,StdQuickSort,0.447417,11254
Reversed,1900,StdMergeSort,1.23144,18222
Reversed,1900,3WayQuickSort,2.46001,70593
Reversed,1900,StringMergeSort,1.89368,27410
Reversed,1900,MSDRadixSort,2.80559,0
Reversed,1900,MSDRadix+Quick,1.42529,30969
Reversed,2000,StdQuickSort,0.46945,11992
Reversed,2000,StdMergeSort,1.26937,19215
Reversed,2000,3WayQuickSort,2.66091,76031
Reversed,2000,StringMergeSort,1.99036,28490
Reversed,2000,MSDRadixSort,2.98371,0
Reversed,2000,MSDRadix+Quick,1.55023,32599
Reversed,2100,StdQuickSort,0.487442,12692
Reversed,2100,StdMergeSort,1.35796,20608
Reversed,2100,3WayQuickSort,2.91197,83998
Reversed,2100,StringMergeSort,2.10578,30250
Reversed,2100,MSDRadixSort,2.97656,0
Reversed,2100,MSDRadix+Quick,1.54563,34304
Reversed,2200,StdQuickSort,0.492525,12539
Reversed,2200,StdMergeSort,1.43192,21996
Reversed,2200,3WayQuickSort,3.02939,89590
Reversed,2200,StringMergeSort,2.27492,32265
Reversed,2200,MSDRadixSort,3.2604,0
Reversed,2200,MSDRadix+Quick,1.63549,35754
Reversed,2300,StdQuickSort,0.537417,13450
Reversed,2300,StdMergeSort,1.50197,23425
Reversed,2300,3WayQuickSort,3.31783,97207
Reversed,2300,StringMergeSort,2.38383,34217
Reversed,2300,MSDRadixSort,3.40894,0
Reversed,2300,MSDRadix+Quick,1.7213,37231
Reversed,2400,StdQuickSort,0.554708,13808
Reversed,2400,StdMergeSort,1.57459,24954
Reversed,2400,3WayQuickSort,3.58263,105098
Reversed,2400,StringMergeSort,2.4782,36325
Reversed,2400,MSDRadixSort,3.44677,0
Reversed,2400,MSDRadix+Quick,1.75689,38665
Reversed,2500,StdQuickSort,0.573425,14638
Reversed,2500,StdMergeSort,1.65774,26134
Reversed,2500,3WayQuickSort,3.76805,111823
Reversed,2500,StringMergeSort,2.65236,38025
Reversed,2500,MSDRadixSort,3.73911,0
Reversed,2500,MSDRadix+Quick,1.87714,40467
Reversed,2600,StdQuickSort,0.601717,15172
Reversed,2600,StdMergeSort,1.7863,27529
Reversed,2600,3WayQuickSort,4.12403,120186
Reversed,2600,StringMergeSort,2.70434,39772
Reversed,2600,MSDRadixSort,3.84296,0
Reversed,2600,MSDRadix+Quick,1.94748,42156
Reversed,2700,StdQuickSort,0.617117,15528
Reversed,2700,StdMergeSort,1.89945,29010
Reversed,2700,3WayQuickSort,4.2794,126818
Reversed,2700,StringMergeSort,2.76317,41396
Reversed,2700,MSDRadixSort,3.89034,0
Reversed,2700,MSDRadix+Quick,2.02933,43727
Reversed,2800,StdQuickSort,0.632533,16178
Reversed,2800,StdMergeSort,1.96874,30652
Reversed,2800,3WayQuickSort,4.60779,135196
Reversed,2800,StringMergeSort,3.01976,43125
Reversed,2800,MSDRadixSort,4.05821,0
Reversed,2800,MSDRadix+Quick,2.13895,45453
Reversed,2900,StdQuickSort,0.665775,16664
Reversed,2900,StdMergeSort,2.05043,32236
Reversed,2900,3WayQuickSort,5.06294,145736
Reversed,2900,StringMergeSort,3.05976,44819
Reversed,2900,MSDRadixSort,4.19718,0
Reversed,2900,MSDRadix+Quick,2.15318,47111
Reversed,3000,StdQuickSort,0.683966,17264
Reversed,3000,StdMergeSort,2.12261,33681
Reversed,3000,3WayQuickSort,5.19081,150985
Reversed,3000,StringMergeSort,3.20131,46271
Reversed,3000,MSDRadixSort,4.42843,0
Reversed,3000,MSDRadix+Quick,2.29832,49029
NearlySorted,100,StdQuickSort,0.0796248,3330
NearlySorted,100,StdMergeSort,0.0461832,686
NearlySorted,100,3WayQuickSort,0.0399498,1622
NearlySorted,100,StringMergeSort,0.0739414,1133
NearlySorted,100,MSDRadixSort,0.159417,0
NearlySorted,100,MSDRadix+Quick,0.0447584,1065
NearlySorted,200,StdQuickSort,0.209967,9350
NearlySorted,200,StdMergeSort,0.0948584,1537
NearlySorted,200,3WayQuickSort,0.086875,3600
NearlySorted,200,StringMergeSort,0.170934,2778
NearlySorted,200,MSDRadixSort,0.301442,0
NearlySorted,200,MSDRadix+Quick,0.0856166,2269
NearlySorted,300,StdQuickSort,0.314983,12814
NearlySorted,300,StdMergeSort,0.188442,2692
NearlySorted,300,3WayQuickSort,0.139808,6099
NearlySorted,300,StringMergeSort,0.272108,4524
NearlySorted,300,MSDRadixSort,0.418825,0
NearlySorted,300,MSDRadix+Quick,0.1249,3352
NearlySorted,400,StdQuickSort,0.4306,17931
NearlySorted,400,StdMergeSort,0.24245,3746
NearlySorted,400,3WayQuickSort,0.2195,8633
NearlySorted,400,StringMergeSort,0.40565,6421
NearlySorted,400,MSDRadixSort,0.569458,0
NearlySorted,400,MSDRadix+Quick,0.171,4422
NearlySorted,500,StdQuickSort,0.528808,21102
NearlySorted,500,StdMergeSort,0.302092,4829
NearlySorted,500,3WayQuickSort,0.26405,11467
NearlySorted,500,StringMergeSort,0.496516,8502
NearlySorted,500,MSDRadixSort,0.688242,0
NearlySorted,500,MSDRadix+Quick,0.203108,5430
NearlySorted,600,StdQuickSort,0.648233,26858
NearlySorted,600,StdMergeSort,0.367967,5828
NearlySorted,600,3WayQuickSort,0.357933,14712
NearlySorted,600,StringMergeSort,0.612033,10339
NearlySorted,600,MSDRadixSort,0.849142,0
NearlySorted,600,MSDRadix+Quick,0.258692,6426
NearlySorted,700,StdQuickSort,0.756492,30209
NearlySorted,700,StdMergeSort,0.441942,7015
NearlySorted,700,3WayQuickSort,0.422083,18791
NearlySorted,700,StringMergeSort,0.74005,12449
NearlySorted,700,MSDRadixSort,0.998867,0
NearlySorted,700,MSDRadix+Quick,0.3051,7733
NearlySorted,800,StdQuickSort,0.933967,38094
NearlySorted,800,StdMergeSort,0.5051,8178
NearlySorted,800,3WayQuickSort,0.50035,21412
NearlySorted,800,StringMergeSort,0.893392,14772
NearlySorted,800,MSDRadixSort,1.1199,0
NearlySorted,800,MSDRadix+Quick,0.336467,8533
NearlySorted,900,StdQuickSort,1.00837,40828
NearlySorted,900,StdMergeSort,0.561108,9278
NearlySorted,900,3WayQuickSort,0.559391,25033
NearlySorted,900,StringMergeSort,0.9905,16843
NearlySorted,900,MSDRadixSort,1.2816,0
NearlySorted,900,MSDRadix+Quick,0.38265,9577
NearlySorted,1000,StdQuickSort,1.14992,46226
NearlySorted,1000,StdMergeSort,0.635975,10484
NearlySorted,1000,3WayQuickSort,0.719892,33932
NearlySorted,1000,StringMergeSort,1.12448,19403
NearlySorted,1000,MSDRadixSort,1.38687,0
NearlySorted,1000,MSDRadix+Quick,0.430991,10577
NearlySorted,1100,StdQuickSort,1.23108,49024
NearlySorted,1100,StdMergeSort,0.78335,12120
NearlySorted,1100,3WayQuickSort,0.823975,36875
NearlySorted,1100,StringMergeSort,1.27418,21284
NearlySorted,1100,MSDRadixSort,1.5309,0
NearlySorted,1100,MSDRadix+Quick,0.478475,11747
NearlySorted,1200,StdQuickSort,1.37363,52232
NearlySorted,1200,StdMergeSort,0.886209,13870
NearlySorted,1200,3WayQuickSort,0.8145,36610
NearlySorted,1200,StringMergeSort,1.41895,23636
NearlySorted,1200,MSDRadixSort,1.69932,0
NearlySorted,1200,MSDRadix+Quick,0.512817,12599
NearlySorted,1300,StdQuickSort,1.44593,57166
NearlySorted,1300,StdMergeSort,0.9862,15148
NearlySorted,1300,3WayQuickSort,0.905008,39685
NearlySorted,1300,StringMergeSort,1.53363,25811
NearlySorted,1300,MSDRadixSort,1.87293,0
NearlySorted,1300,MSDRadix+Quick,0.542259,13717
NearlySorted,1400,StdQuickSort,1.69138,65868
NearlySorted,1400,StdMergeSort,1.09243,16442
NearlySorted,1400,3WayQuickSort,1.00197,44971
NearlySorted,1400,StringMergeSort,1.62088,28095
NearlySorted,1400,MSDRadixSort,2.01752,0
NearlySorted,1400,MSDRadix+Quick,0.59515,14749
NearlySorted,1500,StdQuickSort,1.73383,70742
NearlySorted,1500,StdMergeSort,1.11823,17811
NearlySorted,1500,3WayQuickSort,1.03455,47307
NearlySorted,1500,StringMergeSort,1.78517,30502
NearlySorted,1500,MSDRadixSort,2.10383,0
NearlySorted,1500,MSDRadix+Quick,0.633617,15853
NearlySorted,1600,StdQuickSort,1.84357,72943
NearlySorted,1600,StdMergeSort,1.24436,19397
NearlySorted,1600,3WayQuickSort,1.27872,57360
NearlySorted,1600,StringMergeSort,1.96754,33307
NearlySorted,1600,MSDRadixSort,2.25965,0
NearlySorted,1600,MSDRadix+Quick,0.677775,16733
NearlySorted,1700,StdQuickSort,2.01795,78194
NearlySorted,1700,StdMergeSort,1.30809,20482
NearlySorted,1700,3WayQuickSort,1.33848,61590
NearlySorted,1700,StringMergeSort,2.11678,35442
NearlySorted,1700,MSDRadixSort,2.42499,0
NearlySorted,1700,MSDRadix+Quick,0.75885,17711
NearlySorted,1800,StdQuickSort,2.14841,83795
NearlySorted,1800,StdMergeSort,1.39092,21702
NearlySorted,1800,3WayQuickSort,1.37099,64319
NearlySorted,1800,StringMergeSort,2.18771,37804
NearlySorted,1800,MSDRadixSort,2.59807,0
NearlySorted,1800,MSDRadix+Quick,0.74755,18699
NearlySorted,1900,StdQuickSort,2.16943,87230
NearlySorted,1900,StdMergeSort,1.42011,23049
NearlySorted,1900,3WayQuickSort,1.47665,69056
NearlySorted,1900,StringMergeSort,2.28005,40375
NearlySorted,1900,MSDRadixSort,2.68339,0
NearlySorted,1900,MSDRadix+Quick,0.832483,19661
NearlySorted,2000,StdQuickSort,2.30688,87860
NearlySorted,2000,StdMergeSort,1.52508,24662
NearlySorted,2000,3WayQuickSort,1.60212,73710
NearlySorted,2000,StringMergeSort,2.48073,43231
NearlySorted,2000,MSDRadixSort,2.86858,0
NearlySorted,2000,MSDRadix+Quick,0.853517,20750
NearlySorted,2100,StdQuickSort,2.44165,98313
NearlySorted,2100,StdMergeSort,1.60244,26257
NearlySorted,2100,3WayQuickSort,1.6602,77335
NearlySorted,2100,StringMergeSort,2.61155,46112
NearlySorted,2100,MSDRadixSort,2.9592,0
NearlySorted,2100,MSDRadix+Quick,0.885817,21545
NearlySorted,2200,StdQuickSort,2.58524,101701
NearlySorted,2200,StdMergeSort,1.6592,27422
NearlySorted,2200,3WayQuickSort,1.75589,81621
NearlySorted,2200,StringMergeSort,2.74385,47891
NearlySorted,2200,MSDRadixSort,3.09428,0
NearlySorted,2200,MSDRadix+Quick,0.915284,22369
NearlySorted,2300,StdQuickSort,2.73068,106697
NearlySorted,2300,StdMergeSort,1.77932,28729
NearlySorted,2300,3WayQuickSort,2.03768,95214
NearlySorted,2300,StringMergeSort,2.92588,50235
NearlySorted,2300,MSDRadixSort,3.2609,0
NearlySorted,2300,MSDRadix+Quick,0.964308,23204
NearlySorted,2400,StdQuickSort,2.80075,109480
NearlySorted,2400,StdMergeSort,1.85503,30134
NearlySorted,2400,3WayQuickSort,3.17853,172250
NearlySorted,2400,StringMergeSort,3.06769,52556
NearlySorted,2400,MSDRadixSort,3.43213,0
NearlySorted,2400,MSDRadix+Quick,1.01016,24095
NearlySorted,2500,StdQuickSort,2.95972,116226
NearlySorted,2500,StdMergeSort,1.89782,31727
NearlySorted,2500,3WayQuickSort,1.83844,86352
NearlySorted,2500,StringMergeSort,3.10858,55228
NearlySorted,2500,MSDRadixSort,3.52258,0
NearlySorted,2500,MSDRadix+Quick,1.03145,25019
NearlySorted,2600,StdQuickSort,3.12673,125144
NearlySorted,2600,StdMergeSort,1.99858,32790
NearlySorted,2600,3WayQuickSort,1.931,88430
NearlySorted,2600,StringMergeSort,3.35163,57208
NearlySorted,2600,MSDRadixSort,3.73344,0
NearlySorted,2600,MSDRadix+Quick,1.10768,26098
NearlySorted,2700,StdQuickSort,3.27606,129669
NearlySorted,2700,StdMergeSort,2.09439,34212
NearlySorted,2700,3WayQuickSort,2.34434,112190
NearlySorted,2700,StringMergeSort,3.42835,59950
NearlySorted,2700,MSDRadixSort,3.83712,0
NearlySorted,2700,MSDRadix+Quick,1.11887,27001
NearlySorted,2800,StdQuickSort,3.34319,131442
NearlySorted,2800,StdMergeSort,2.10143,35277
NearlySorted,2800,3WayQuickSort,2.237,105059
NearlySorted,2800,StringMergeSort,3.61304,61910
NearlySorted,2800,MSDRadixSort,4.03389,0
NearlySorted,2800,MSDRadix+Quick,1.17379,28104
NearlySorted,2900,StdQuickSort,3.42713,136149
NearlySorted,2900,StdMergeSort,2.16922,36717
NearlySorted,2900,3WayQuickSort,3.47328,177424
NearlySorted,2900,StringMergeSort,3.66852,64580
NearlySorted,2900,MSDRadixSort,4.09607,0
NearlySorted,2900,MSDRadix+Quick,1.19799,29041
NearlySorted,3000,StdQuickSort,2.5174,99016
NearlySorted,3000,StdMergeSort,2.22916,37399
NearlySorted,3000,3WayQuickSort,3.55676,185813
NearlySorted,3000,StringMergeSort,3.81828,65890
NearlySorted,3000,MSDRadixSort,4.24717,0
NearlySorted,3000,MSDRadix+Quick,1.22497,30074
